appliance,model,state_gate_threshold,checkpoint,test_csv,results_csv,Precision,Recall,F1-score,FPR,PR-AUC,TP,FP,TN,FN,status_positive_ratio
fridge,StateAwareSeq2Point+StateGate,0.3,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_fridge_exported_h1_h2_300k_strict_w0p05/fridge_ukdale_exported_h1_h2_fridge_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/fridge_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/fridge_300k_strict_w0p05/fridge_StateAwareSeq2Point_results.csv,0.8760447781037555,0.3880799001117722,0.537882656416238,0.044016836662966685,0.8201909713294038,296514.0,41955.0,911203.0,467540.0,0.4449386563802256
fridge,StateAwareSeq2Point+StateGate,0.4,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_fridge_exported_h1_h2_300k_strict_w0p05/fridge_ukdale_exported_h1_h2_fridge_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/fridge_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/fridge_300k_strict_w0p05/fridge_StateAwareSeq2Point_results.csv,0.876316654476107,0.3873103209982541,0.5371941108076537,0.043819597590326054,0.8201909713294038,295926.0,41767.0,911391.0,468128.0,0.4449386563802256
fridge,StateAwareSeq2Point+StateGate,0.5,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_fridge_exported_h1_h2_300k_strict_w0p05/fridge_ukdale_exported_h1_h2_fridge_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/fridge_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/fridge_300k_strict_w0p05/fridge_StateAwareSeq2Point_results.csv,0.8767947271539694,0.3865198009564769,0.5365227991577601,0.0435373778534094,0.8201909713294038,295322.0,41498.0,911660.0,468732.0,0.4449386563802256
fridge,StateAwareSeq2Point+StateGate,0.6,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_fridge_exported_h1_h2_300k_strict_w0p05/fridge_ukdale_exported_h1_h2_fridge_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/fridge_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/fridge_300k_strict_w0p05/fridge_StateAwareSeq2Point_results.csv,0.8773189581999316,0.3855395037523526,0.535675415682035,0.04321633978836667,0.8201909713294038,294573.0,41192.0,911966.0,469481.0,0.4449386563802256
fridge,StateAwareSeq2Point+StateGate,0.7,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_fridge_exported_h1_h2_300k_strict_w0p05/fridge_ukdale_exported_h1_h2_fridge_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/fridge_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/fridge_300k_strict_w0p05/fridge_StateAwareSeq2Point_results.csv,0.878070311938905,0.3840343745337371,0.5343600838446142,0.042747372418843466,0.8201909713294038,293423.0,40745.0,912413.0,470631.0,0.4449386563802256
kettle,StateAwareSeq2Point+StateGate,0.1,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_kettle_exported_h1_h2_300k_strict_w0p05/kettle_ukdale_exported_h1_h2_kettle_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/kettle_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/kettle_300k_strict_w0p05/kettle_StateAwareSeq2Point_results.csv,0.9774107618540224,0.4549422208996677,0.6208880465682957,0.00010029331062541395,0.9564191390071588,9173.0,212.0,2113588.0,10990.0,0.00944861743151123
kettle,StateAwareSeq2Point+StateGate,0.2,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_kettle_exported_h1_h2_300k_strict_w0p05/kettle_ukdale_exported_h1_h2_kettle_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/kettle_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/kettle_300k_strict_w0p05/kettle_StateAwareSeq2Point_results.csv,0.9774107618540224,0.4549422208996677,0.6208880465682957,0.00010029331062541395,0.9564191390071588,9173.0,212.0,2113588.0,10990.0,0.00944861743151123
kettle,StateAwareSeq2Point+StateGate,0.3,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_kettle_exported_h1_h2_300k_strict_w0p05/kettle_ukdale_exported_h1_h2_kettle_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/kettle_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/kettle_300k_strict_w0p05/kettle_StateAwareSeq2Point_results.csv,0.9774107618540224,0.4549422208996677,0.6208880465682957,0.00010029331062541395,0.9564191390071588,9173.0,212.0,2113588.0,10990.0,0.00944861743151123
kettle,StateAwareSeq2Point+StateGate,0.4,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_kettle_exported_h1_h2_300k_strict_w0p05/kettle_ukdale_exported_h1_h2_kettle_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/kettle_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/kettle_300k_strict_w0p05/kettle_StateAwareSeq2Point_results.csv,0.9774107618540224,0.4549422208996677,0.6208880465682957,0.00010029331062541395,0.9564191390071588,9173.0,212.0,2113588.0,10990.0,0.00944861743151123
kettle,StateAwareSeq2Point+StateGate,0.5,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_kettle_exported_h1_h2_300k_strict_w0p05/kettle_ukdale_exported_h1_h2_kettle_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/kettle_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/kettle_300k_strict_w0p05/kettle_StateAwareSeq2Point_results.csv,0.9774107618540224,0.4549422208996677,0.6208880465682957,0.00010029331062541395,0.9564191390071588,9173.0,212.0,2113588.0,10990.0,0.00944861743151123
kettle,StateAwareSeq2Point+StateGate,0.6,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_kettle_exported_h1_h2_300k_strict_w0p05/kettle_ukdale_exported_h1_h2_kettle_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/kettle_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/kettle_300k_strict_w0p05/kettle_StateAwareSeq2Point_results.csv,0.9774107618540224,0.4549422208996677,0.6208880465682957,0.00010029331062541395,0.9564191390071588,9173.0,212.0,2113588.0,10990.0,0.00944861743151123
kettle,StateAwareSeq2Point+StateGate,0.7,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_kettle_exported_h1_h2_300k_strict_w0p05/kettle_ukdale_exported_h1_h2_kettle_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/kettle_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/kettle_300k_strict_w0p05/kettle_StateAwareSeq2Point_results.csv,0.9774083546462063,0.4548926251053911,0.6208413713744205,0.00010029331062541395,0.9564191390071588,9172.0,212.0,2113588.0,10991.0,0.00944861743151123
microwave,StateAwareSeq2Point+StateGate,0.1,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_microwave_exported_h1_h2_300k_strict_w0p05/microwave_ukdale_exported_h1_h2_microwave_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/microwave_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/microwave_300k_strict_w0p05/microwave_StateAwareSeq2Point_results.csv,0.37621187041853865,0.18549609420543314,0.2484772762767453,0.0015467613877228894,0.19751794204758202,1591.0,2638.0,1702861.0,6986.0,0.005003862139135021
microwave,StateAwareSeq2Point+StateGate,0.2,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_microwave_exported_h1_h2_300k_strict_w0p05/microwave_ukdale_exported_h1_h2_microwave_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/microwave_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/microwave_300k_strict_w0p05/microwave_StateAwareSeq2Point_results.csv,0.3785782442748092,0.1850297306750612,0.24857075730284287,0.0015274122119098281,0.19751794204758202,1587.0,2605.0,1702894.0,6990.0,0.005003862139135021
microwave,StateAwareSeq2Point+StateGate,0.3,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_microwave_exported_h1_h2_300k_strict_w0p05/microwave_ukdale_exported_h1_h2_microwave_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/microwave_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/microwave_300k_strict_w0p05/microwave_StateAwareSeq2Point_results.csv,0.3794920939147101,0.18467995802728226,0.2484511018743628,0.0015186171319948004,0.19751794204758202,1584.0,2590.0,1702909.0,6993.0,0.005003862139135021
microwave,StateAwareSeq2Point+StateGate,0.4,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_microwave_exported_h1_h2_300k_strict_w0p05/microwave_ukdale_exported_h1_h2_microwave_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/microwave_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/microwave_300k_strict_w0p05/microwave_StateAwareSeq2Point_results.csv,0.3803666184273999,0.1838638218491314,0.2478975084492651,0.0015063040201137613,0.19751794204758202,1577.0,2569.0,1702930.0,7000.0,0.005003862139135021
microwave,StateAwareSeq2Point+StateGate,0.5,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_microwave_exported_h1_h2_300k_strict_w0p05/microwave_ukdale_exported_h1_h2_microwave_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/microwave_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/microwave_300k_strict_w0p05/microwave_StateAwareSeq2Point_results.csv,0.3824101068999028,0.18351404920135245,0.24801071456708418,0.0014904728762667114,0.19751794204758202,1574.0,2542.0,1702957.0,7003.0,0.005003862139135021
microwave,StateAwareSeq2Point+StateGate,0.6,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_microwave_exported_h1_h2_300k_strict_w0p05/microwave_ukdale_exported_h1_h2_microwave_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/microwave_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/microwave_300k_strict_w0p05/microwave_StateAwareSeq2Point_results.csv,0.38427734375,0.18351404920135245,0.2484021147321076,0.0014787461030466742,0.19751794204758202,1574.0,2522.0,1702977.0,7003.0,0.005003862139135021
microwave,StateAwareSeq2Point+StateGate,0.7,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/saved_models/state_aware_official_microwave_exported_h1_h2_300k_strict_w0p05/microwave_ukdale_exported_h1_h2_microwave_300k_strict_w0p05_StateAwareSeq2Point.pth,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/dataset/ukdale/exported_csv/UKDALE_dataset/microwave_H2.csv,/home/3427548265@qq.com/data/laijingjing/workspace/nilm/result/ukdale_exported_h1_h2/microwave_300k_strict_w0p05/microwave_StateAwareSeq2Point_results.csv,0.38639724001971415,0.18281450390579457,0.2481994459833795,0.001459983265894615,0.19751794204758202,1568.0,2490.0,1703009.0,7009.0,0.005003862139135021
