time,aggregate,washing_machine
2013-05-30 05:18:12,171.0,3.0
2013-05-30 05:18:18,175.0,3.0
2013-05-30 05:18:24,170.0,3.0
2013-05-30 05:18:30,173.0,3.0
2013-05-30 05:18:36,175.0,3.0
2013-05-30 05:18:42,175.0,3.0
2013-05-30 05:18:48,172.0,3.0
2013-05-30 05:18:54,170.0,3.0
2013-05-30 05:19:00,168.0,3.0
2013-05-30 05:19:06,170.0,3.0
2013-05-30 05:19:12,173.0,3.0
2013-05-30 05:19:24,172.0,3.0
2013-05-30 05:19:30,171.0,3.0
2013-05-30 05:20:18,170.0,3.0
2013-05-30 05:20:24,170.0,3.0
2013-05-30 05:20:30,166.0,4.0
2013-05-30 05:20:36,170.0,4.0
2013-05-30 05:20:42,167.0,3.0
2013-05-30 05:20:48,170.0,3.0
2013-05-30 05:20:54,167.0,3.0
2013-05-30 05:21:00,167.0,3.0
2013-05-30 05:21:06,172.0,3.0
2013-05-30 05:21:12,168.0,3.0
2013-05-30 05:21:18,169.0,4.0
2013-05-30 05:21:24,170.0,4.0
2013-05-30 05:21:30,171.0,3.0
2013-05-30 05:21:36,170.0,3.0
2013-05-30 05:21:42,170.0,3.0
2013-05-30 05:21:48,168.0,3.0
2013-05-30 05:21:54,171.0,3.0
2013-05-30 05:22:00,169.0,3.0
2013-05-30 05:22:12,169.0,3.0
2013-05-30 05:22:18,168.0,3.0
2013-05-30 05:22:24,172.0,3.0
2013-05-30 05:22:30,170.0,3.0
2013-05-30 05:22:36,171.0,3.0
2013-05-30 05:22:42,169.0,3.0
2013-05-30 05:22:48,172.0,3.0
2013-05-30 05:22:54,171.0,3.0
2013-05-30 05:23:00,172.0,3.0
2013-05-30 05:23:06,173.0,3.0
2013-05-30 05:23:24,169.0,3.0
2013-05-30 05:23:30,171.0,3.0
2013-05-30 05:23:48,172.0,3.0
2013-05-30 05:23:54,171.0,3.0
2013-05-30 05:24:00,320.0,3.0
2013-05-30 05:24:06,322.0,3.0
2013-05-30 05:24:12,321.0,3.0
2013-05-30 05:24:18,245.0,3.0
2013-05-30 05:24:24,248.0,3.0
2013-05-30 05:24:30,248.0,3.0
2013-05-30 05:24:36,244.0,3.0
2013-05-30 05:24:42,244.0,3.0
2013-05-30 05:24:48,244.0,3.0
2013-05-30 05:24:54,245.0,3.0
2013-05-30 05:25:00,246.0,3.0
2013-05-30 05:25:06,244.0,3.0
2013-05-30 05:25:12,243.0,3.0
2013-05-30 05:25:18,244.0,3.0
2013-05-30 05:25:24,246.0,3.0
2013-05-30 05:25:30,247.0,3.0
2013-05-30 05:25:36,246.0,3.0
2013-05-30 05:25:42,243.0,3.0
2013-05-30 05:25:48,247.0,3.0
2013-05-30 05:25:54,242.0,3.0
2013-05-30 05:26:00,242.0,3.0
2013-05-30 05:26:06,245.0,3.0
2013-05-30 05:26:12,242.0,3.0
2013-05-30 05:26:24,243.0,3.0
2013-05-30 05:26:30,245.0,3.0
2013-05-30 05:26:36,245.0,4.0
2013-05-30 05:26:42,244.0,3.0
2013-05-30 05:26:48,246.0,3.0
2013-05-30 05:26:54,243.0,3.0
2013-05-30 05:27:00,244.0,3.0
2013-05-30 05:27:06,242.0,3.0
2013-05-30 05:27:12,246.0,3.0
2013-05-30 05:27:18,246.0,3.0
2013-05-30 05:27:24,247.0,3.0
2013-05-30 05:27:30,243.0,3.0
2013-05-30 05:27:36,246.0,3.0
2013-05-30 05:27:42,243.0,3.0
2013-05-30 05:27:48,245.0,3.0
2013-05-30 05:27:54,243.0,3.0
2013-05-30 05:28:00,243.0,3.0
2013-05-30 05:28:06,246.0,3.0
2013-05-30 05:28:12,241.0,3.0
2013-05-30 05:28:24,242.0,3.0
2013-05-30 05:28:30,241.0,3.0
2013-05-30 05:28:36,245.0,3.0
2013-05-30 05:28:42,242.0,3.0
2013-05-30 05:28:48,245.0,3.0
2013-05-30 05:28:54,241.0,3.0
2013-05-30 05:29:00,241.0,3.0
2013-05-30 05:29:12,244.0,3.0
2013-05-30 05:29:18,241.0,3.0
2013-05-30 05:29:24,242.0,3.0
2013-05-30 05:29:30,243.0,3.0
2013-05-30 05:29:36,240.0,3.0
2013-05-30 05:29:42,241.0,3.0
2013-05-30 05:29:48,240.0,3.0
2013-05-30 05:29:54,244.0,3.0
2013-05-30 05:30:00,241.0,3.0
2013-05-30 05:30:06,240.0,3.0
2013-05-30 05:30:12,243.0,3.0
2013-05-30 05:30:18,240.0,3.0
2013-05-30 05:30:24,243.0,3.0
2013-05-30 05:30:30,242.0,3.0
2013-05-30 05:30:36,243.0,3.0
2013-05-30 05:30:42,242.0,3.0
2013-05-30 05:30:48,244.0,3.0
2013-05-30 05:30:54,244.0,3.0
2013-05-30 05:31:00,240.0,3.0
2013-05-30 05:31:06,230.0,3.0
2013-05-30 05:31:12,225.0,3.0
2013-05-30 05:31:18,198.0,3.0
2013-05-30 05:31:24,184.0,3.0
2013-05-30 05:31:30,182.0,3.0
2013-05-30 05:31:36,182.0,3.0
2013-05-30 05:31:42,182.0,3.0
2013-05-30 05:31:48,183.0,3.0
2013-05-30 05:31:54,182.0,3.0
2013-05-30 05:32:00,185.0,3.0
2013-05-30 05:32:06,184.0,3.0
2013-05-30 05:32:12,185.0,3.0
2013-05-30 05:32:18,182.0,3.0
2013-05-30 05:32:24,184.0,3.0
2013-05-30 05:32:30,182.0,3.0
2013-05-30 05:32:36,183.0,3.0
2013-05-30 05:32:42,184.0,3.0
2013-05-30 05:32:48,186.0,3.0
2013-05-30 05:32:54,182.0,3.0
2013-05-30 05:33:00,186.0,3.0
2013-05-30 05:33:06,184.0,3.0
2013-05-30 05:33:12,242.0,3.0
2013-05-30 05:33:18,242.0,3.0
2013-05-30 05:33:24,242.0,3.0
2013-05-30 05:33:30,240.0,3.0
2013-05-30 05:33:36,242.0,3.0
2013-05-30 05:33:42,241.0,3.0
2013-05-30 05:33:48,242.0,3.0
2013-05-30 05:33:54,240.0,3.0
2013-05-30 05:34:00,241.0,4.0
2013-05-30 05:34:06,241.0,3.0
2013-05-30 05:34:12,243.0,3.0
2013-05-30 05:34:18,242.0,3.0
2013-05-30 05:34:24,240.0,3.0
2013-05-30 05:34:30,242.0,3.0
2013-05-30 05:34:36,239.0,3.0
2013-05-30 05:34:42,239.0,3.0
2013-05-30 05:34:48,243.0,4.0
2013-05-30 05:34:54,243.0,3.0
2013-05-30 05:35:00,243.0,3.0
2013-05-30 05:35:06,240.0,3.0
2013-05-30 05:35:12,240.0,4.0
2013-05-30 05:35:18,240.0,3.0
2013-05-30 05:35:24,244.0,3.0
2013-05-30 05:35:30,242.0,3.0
2013-05-30 05:35:36,242.0,3.0
2013-05-30 05:35:42,245.0,3.0
2013-05-30 05:35:48,246.0,3.0
2013-05-30 05:35:54,241.0,4.0
2013-05-30 05:36:00,246.0,3.0
2013-05-30 05:36:06,242.0,3.0
2013-05-30 05:36:12,243.0,3.0
2013-05-30 05:36:18,243.0,3.0
2013-05-30 05:36:24,241.0,3.0
2013-05-30 05:36:30,245.0,3.0
2013-05-30 05:36:36,243.0,3.0
2013-05-30 05:36:42,244.0,3.0
2013-05-30 05:36:48,244.0,3.0
2013-05-30 05:36:54,240.0,3.0
2013-05-30 05:37:00,240.0,3.0
2013-05-30 05:37:06,240.0,3.0
2013-05-30 05:37:12,244.0,3.0
2013-05-30 05:37:18,246.0,3.0
2013-05-30 05:37:24,244.0,3.0
2013-05-30 05:37:30,240.0,3.0
2013-05-30 05:37:36,240.0,3.0
2013-05-30 05:37:42,240.0,3.0
2013-05-30 05:37:48,241.0,3.0
2013-05-30 05:37:54,240.0,3.0
2013-05-30 05:38:00,242.0,3.0
2013-05-30 05:38:06,244.0,3.0
2013-05-30 05:38:12,241.0,3.0
2013-05-30 05:38:18,240.0,3.0
2013-05-30 05:38:24,240.0,3.0
2013-05-30 05:38:30,240.0,3.0
2013-05-30 05:38:36,242.0,3.0
2013-05-30 05:38:42,240.0,3.0
2013-05-30 05:38:48,241.0,3.0
2013-05-30 05:38:54,240.0,3.0
2013-05-30 05:39:00,240.0,3.0
2013-05-30 05:39:06,240.0,3.0
2013-05-30 05:39:12,243.0,3.0
2013-05-30 05:39:18,229.0,3.0
2013-05-30 05:39:24,224.0,3.0
2013-05-30 05:39:30,227.0,3.0
2013-05-30 05:39:36,180.0,3.0
2013-05-30 05:39:42,184.0,4.0
2013-05-30 05:39:48,184.0,3.0
2013-05-30 05:39:54,186.0,3.0
2013-05-30 05:40:00,185.0,3.0
2013-05-30 05:40:06,182.0,3.0
2013-05-30 05:40:12,183.0,3.0
2013-05-30 05:40:18,182.0,3.0
2013-05-30 05:40:24,182.0,3.0
2013-05-30 05:40:30,185.0,3.0
2013-05-30 05:40:36,182.0,3.0
2013-05-30 05:40:42,183.0,3.0
2013-05-30 05:40:48,182.0,3.0
2013-05-30 05:40:54,182.0,3.0
2013-05-30 05:41:00,184.0,3.0
2013-05-30 05:41:06,186.0,4.0
2013-05-30 05:41:12,184.0,3.0
2013-05-30 05:41:18,181.0,3.0
2013-05-30 05:41:24,183.0,3.0
2013-05-30 05:41:30,184.0,3.0
2013-05-30 05:41:36,185.0,3.0
2013-05-30 05:41:42,183.0,3.0
2013-05-30 05:41:48,182.0,3.0
2013-05-30 05:41:54,183.0,3.0
2013-05-30 05:42:00,183.0,3.0
2013-05-30 05:42:06,181.0,3.0
2013-05-30 05:42:12,182.0,3.0
2013-05-30 05:42:18,182.0,3.0
2013-05-30 05:42:24,185.0,3.0
2013-05-30 05:42:30,184.0,3.0
2013-05-30 05:42:36,186.0,3.0
2013-05-30 05:42:42,185.0,3.0
2013-05-30 05:42:48,183.0,3.0
2013-05-30 05:42:54,183.0,3.0
2013-05-30 05:43:00,185.0,3.0
2013-05-30 05:43:06,183.0,3.0
2013-05-30 05:43:12,184.0,3.0
2013-05-30 05:43:18,120.0,3.0
2013-05-30 05:43:24,122.0,3.0
2013-05-30 05:43:30,120.0,3.0
2013-05-30 05:43:36,120.0,3.0
2013-05-30 05:43:42,120.0,3.0
2013-05-30 05:43:48,121.0,3.0
2013-05-30 05:43:54,120.0,3.0
2013-05-30 05:44:00,121.0,3.0
2013-05-30 05:44:06,121.0,3.0
2013-05-30 05:44:12,122.0,3.0
2013-05-30 05:44:18,120.0,3.0
2013-05-30 05:44:24,120.0,3.0
2013-05-30 05:44:30,121.0,4.0
2013-05-30 05:44:36,121.0,3.0
2013-05-30 05:44:42,122.0,3.0
2013-05-30 05:44:48,122.0,3.0
2013-05-30 05:44:54,121.0,3.0
2013-05-30 05:45:00,122.0,3.0
2013-05-30 05:45:06,120.0,4.0
2013-05-30 05:45:12,119.0,3.0
2013-05-30 05:45:18,117.0,3.0
2013-05-30 05:45:24,120.0,3.0
2013-05-30 05:45:30,240.0,3.0
2013-05-30 05:45:36,239.0,3.0
2013-05-30 05:45:42,241.0,3.0
2013-05-30 05:45:48,242.0,4.0
2013-05-30 05:45:54,240.0,3.0
2013-05-30 05:46:00,242.0,3.0
2013-05-30 05:46:06,240.0,3.0
2013-05-30 05:46:12,242.0,3.0
2013-05-30 05:46:18,238.0,3.0
2013-05-30 05:46:24,243.0,3.0
2013-05-30 05:46:30,239.0,3.0
2013-05-30 05:46:36,241.0,3.0
2013-05-30 05:46:42,239.0,3.0
2013-05-30 05:46:48,239.0,3.0
2013-05-30 05:46:54,240.0,3.0
2013-05-30 05:47:00,238.0,3.0
2013-05-30 05:47:06,240.0,3.0
2013-05-30 05:47:12,239.0,3.0
2013-05-30 05:47:18,241.0,3.0
2013-05-30 05:47:24,240.0,3.0
2013-05-30 05:47:30,241.0,3.0
2013-05-30 05:47:36,240.0,3.0
2013-05-30 05:47:42,240.0,3.0
2013-05-30 05:47:48,240.0,3.0
2013-05-30 05:47:54,243.0,3.0
2013-05-30 05:48:00,242.0,3.0
2013-05-30 05:48:06,242.0,4.0
2013-05-30 05:48:12,243.0,3.0
2013-05-30 05:48:18,243.0,3.0
2013-05-30 05:48:24,239.0,3.0
2013-05-30 05:48:30,239.0,3.0
2013-05-30 05:48:36,242.0,3.0
2013-05-30 05:48:42,240.0,3.0
2013-05-30 05:48:48,239.0,3.0
2013-05-30 05:48:54,241.0,3.0
2013-05-30 05:49:00,237.0,4.0
2013-05-30 05:49:06,240.0,4.0
2013-05-30 05:49:12,241.0,3.0
2013-05-30 05:49:18,229.0,3.0
2013-05-30 05:49:24,225.0,3.0
2013-05-30 05:49:30,181.0,3.0
2013-05-30 05:49:36,183.0,3.0
2013-05-30 05:49:42,183.0,3.0
2013-05-30 05:49:48,183.0,3.0
2013-05-30 05:49:54,183.0,3.0
2013-05-30 05:50:00,183.0,3.0
2013-05-30 05:50:06,184.0,3.0
2013-05-30 05:50:12,182.0,3.0
2013-05-30 05:50:18,185.0,3.0
2013-05-30 05:50:24,185.0,3.0
2013-05-30 05:50:30,184.0,3.0
2013-05-30 05:50:36,183.0,3.0
2013-05-30 05:50:42,185.0,3.0
2013-05-30 05:50:48,185.0,3.0
2013-05-30 05:50:54,181.0,3.0
2013-05-30 05:51:00,183.0,3.0
2013-05-30 05:51:06,183.0,3.0
2013-05-30 05:51:12,183.0,3.0
2013-05-30 05:51:18,271.0,3.0
2013-05-30 05:51:24,250.0,3.0
2013-05-30 05:51:30,250.0,3.0
2013-05-30 05:51:36,251.0,3.0
2013-05-30 05:51:42,256.0,3.0
2013-05-30 05:51:48,256.0,3.0
2013-05-30 05:51:54,255.0,3.0
2013-05-30 05:52:00,254.0,3.0
2013-05-30 05:52:06,254.0,3.0
2013-05-30 05:52:12,252.0,3.0
2013-05-30 05:52:18,256.0,3.0
2013-05-30 05:52:24,255.0,3.0
2013-05-30 05:52:30,255.0,3.0
2013-05-30 05:52:36,256.0,3.0
2013-05-30 05:52:42,254.0,3.0
2013-05-30 05:52:48,255.0,3.0
2013-05-30 05:52:54,255.0,3.0
2013-05-30 05:53:00,251.0,3.0
2013-05-30 05:53:06,252.0,3.0
2013-05-30 05:53:12,253.0,3.0
2013-05-30 05:53:18,194.0,3.0
2013-05-30 05:53:24,180.0,3.0
2013-05-30 05:53:30,184.0,3.0
2013-05-30 05:53:36,180.0,3.0
2013-05-30 05:53:42,181.0,3.0
2013-05-30 05:53:48,177.0,3.0
2013-05-30 05:53:54,181.0,3.0
2013-05-30 05:54:00,179.0,3.0
2013-05-30 05:54:06,178.0,3.0
2013-05-30 05:54:12,179.0,3.0
2013-05-30 05:54:18,178.0,3.0
2013-05-30 05:54:24,175.0,3.0
2013-05-30 05:54:30,177.0,3.0
2013-05-30 05:54:36,174.0,3.0
2013-05-30 05:54:42,178.0,3.0
2013-05-30 05:54:48,175.0,3.0
2013-05-30 05:54:54,179.0,3.0
2013-05-30 05:55:00,174.0,3.0
2013-05-30 05:55:06,176.0,3.0
2013-05-30 05:55:12,176.0,4.0
2013-05-30 05:55:18,175.0,3.0
2013-05-30 05:55:24,174.0,3.0
2013-05-30 05:55:30,175.0,3.0
2013-05-30 05:55:36,174.0,3.0
2013-05-30 05:55:42,175.0,3.0
2013-05-30 05:55:48,175.0,3.0
2013-05-30 05:55:54,176.0,3.0
2013-05-30 05:56:00,176.0,3.0
2013-05-30 05:56:06,175.0,3.0
2013-05-30 05:56:12,175.0,4.0
2013-05-30 05:56:18,178.0,3.0
2013-05-30 05:56:24,174.0,3.0
2013-05-30 05:56:30,172.0,3.0
2013-05-30 05:56:36,176.0,3.0
2013-05-30 05:56:42,177.0,3.0
2013-05-30 05:56:48,171.0,3.0
2013-05-30 05:56:54,175.0,3.0
2013-05-30 05:57:00,174.0,3.0
2013-05-30 05:57:06,173.0,3.0
2013-05-30 05:57:12,175.0,3.0
2013-05-30 05:57:18,176.0,3.0
2013-05-30 05:57:24,175.0,3.0
2013-05-30 05:57:30,175.0,3.0
2013-05-30 05:57:36,175.0,3.0
2013-05-30 05:57:42,175.0,3.0
2013-05-30 05:57:48,169.0,3.0
2013-05-30 05:57:54,175.0,3.0
2013-05-30 05:58:00,176.0,3.0
2013-05-30 05:58:06,173.0,3.0
2013-05-30 05:58:12,171.0,3.0
2013-05-30 05:58:18,173.0,3.0
2013-05-30 05:58:24,174.0,3.0
2013-05-30 05:58:30,175.0,3.0
2013-05-30 05:58:36,175.0,3.0
2013-05-30 05:58:42,175.0,3.0
2013-05-30 05:58:48,171.0,3.0
2013-05-30 05:58:54,175.0,3.0
2013-05-30 05:59:00,175.0,3.0
2013-05-30 05:59:06,173.0,3.0
2013-05-30 05:59:12,172.0,3.0
2013-05-30 05:59:18,175.0,3.0
2013-05-30 05:59:24,170.0,3.0
2013-05-30 05:59:30,174.0,3.0
2013-05-30 05:59:36,174.0,3.0
2013-05-30 05:59:42,173.0,3.0
2013-05-30 05:59:48,170.0,3.0
2013-05-30 05:59:54,169.0,3.0
2013-05-30 06:00:00,171.0,3.0
2013-05-30 06:00:06,171.0,3.0
2013-05-30 06:00:12,175.0,3.0
2013-05-30 06:00:18,174.0,3.0
2013-05-30 06:00:24,174.0,4.0
2013-05-30 06:00:30,171.0,3.0
2013-05-30 06:00:36,170.0,3.0
2013-05-30 06:00:42,174.0,3.0
2013-05-30 06:00:48,175.0,3.0
2013-05-30 06:00:54,173.0,3.0
2013-05-30 06:01:00,173.0,3.0
2013-05-30 06:01:06,171.0,3.0
2013-05-30 06:01:12,170.0,3.0
2013-05-30 06:01:18,171.0,3.0
