time,aggregate,microwave
2014-07-23 14:29:24,539.0,50.0
2014-07-23 14:29:30,550.0,50.0
2014-07-23 14:29:36,551.0,50.0
2014-07-23 14:29:42,555.0,50.0
2014-07-23 14:29:48,549.0,50.0
2014-07-23 14:29:54,540.0,50.0
2014-07-23 14:30:00,548.0,48.0
2014-07-23 14:30:06,541.0,48.0
2014-07-23 14:30:12,545.0,50.0
2014-07-23 14:30:18,553.0,50.0
2014-07-23 14:30:24,553.0,50.0
2014-07-23 14:30:30,543.0,50.0
2014-07-23 14:30:36,552.0,50.0
2014-07-23 14:30:42,544.0,50.0
2014-07-23 14:30:48,551.0,50.0
2014-07-23 14:30:54,541.0,50.0
2014-07-23 14:31:06,555.0,50.0
2014-07-23 14:31:12,555.0,50.0
2014-07-23 14:32:00,544.0,48.0
2014-07-23 14:32:06,544.0,48.0
2014-07-23 14:32:12,533.0,50.0
2014-07-23 14:32:18,533.0,50.0
2014-07-23 14:32:24,548.0,50.0
2014-07-23 14:32:30,551.0,48.0
2014-07-23 14:32:36,555.0,50.0
2014-07-23 14:32:42,564.0,50.0
2014-07-23 14:32:48,543.0,48.0
2014-07-23 14:32:54,552.0,48.0
2014-07-23 14:33:00,551.0,50.0
2014-07-23 14:33:06,554.0,50.0
2014-07-23 14:33:12,542.0,48.0
2014-07-23 14:33:18,547.0,48.0
2014-07-23 14:33:24,533.0,50.0
2014-07-23 14:33:30,552.0,50.0
2014-07-23 14:33:36,549.0,50.0
2014-07-23 14:33:42,542.0,50.0
2014-07-23 14:33:48,542.0,48.0
2014-07-23 14:33:54,541.0,50.0
2014-07-23 14:34:00,535.0,50.0
2014-07-23 14:34:06,549.0,50.0
2014-07-23 14:34:12,549.0,48.0
2014-07-23 14:34:24,543.0,50.0
2014-07-23 14:34:30,543.0,48.0
2014-07-23 14:34:36,545.0,50.0
2014-07-23 14:34:42,554.0,50.0
2014-07-23 14:34:48,538.0,50.0
2014-07-23 14:34:54,543.0,50.0
2014-07-23 14:35:00,532.0,50.0
2014-07-23 14:35:06,549.0,50.0
2014-07-23 14:35:12,530.0,50.0
2014-07-23 14:35:18,545.0,50.0
2014-07-23 14:35:24,539.0,48.0
2014-07-23 14:35:30,541.0,50.0
2014-07-23 14:35:36,553.0,48.0
2014-07-23 14:35:42,547.0,50.0
2014-07-23 14:35:48,543.0,50.0
2014-07-23 14:35:54,548.0,50.0
2014-07-23 14:36:00,544.0,50.0
2014-07-23 14:36:06,547.0,48.0
2014-07-23 14:36:12,525.0,50.0
2014-07-23 14:36:18,554.0,48.0
2014-07-23 14:36:24,551.0,48.0
2014-07-23 14:36:30,544.0,50.0
2014-07-23 14:36:36,547.0,50.0
2014-07-23 14:36:42,537.0,48.0
2014-07-23 14:36:48,534.0,48.0
2014-07-23 14:36:54,537.0,48.0
2014-07-23 14:37:00,618.0,48.0
2014-07-23 14:37:06,620.0,48.0
2014-07-23 14:37:12,613.0,48.0
2014-07-23 14:37:18,627.0,48.0
2014-07-23 14:37:30,597.0,48.0
2014-07-23 14:37:36,597.0,48.0
2014-07-23 14:37:42,606.0,48.0
2014-07-23 14:37:48,617.0,48.0
2014-07-23 14:38:06,612.0,48.0
2014-07-23 14:38:12,612.0,48.0
2014-07-23 14:38:24,601.0,48.0
2014-07-23 14:38:30,601.0,50.0
2014-07-23 14:38:36,592.0,50.0
2014-07-23 14:38:42,601.0,48.0
2014-07-23 14:38:48,597.0,48.0
2014-07-23 14:38:54,598.0,48.0
2014-07-23 14:39:00,580.0,48.0
2014-07-23 14:39:06,595.0,48.0
2014-07-23 14:39:12,581.0,48.0
2014-07-23 14:39:18,598.0,50.0
2014-07-23 14:39:24,583.0,50.0
2014-07-23 14:39:30,589.0,50.0
2014-07-23 14:39:36,583.0,48.0
2014-07-23 14:39:42,597.0,50.0
2014-07-23 14:39:48,595.0,48.0
2014-07-23 14:39:54,587.0,50.0
2014-07-23 14:40:00,601.0,50.0
2014-07-23 14:40:06,580.0,48.0
2014-07-23 14:40:12,585.0,48.0
2014-07-23 14:40:18,584.0,50.0
2014-07-23 14:40:24,591.0,50.0
2014-07-23 14:40:30,580.0,48.0
2014-07-23 14:40:36,590.0,48.0
2014-07-23 14:40:42,572.0,48.0
2014-07-23 14:40:48,585.0,48.0
2014-07-23 14:40:54,594.0,48.0
2014-07-23 14:41:00,597.0,50.0
2014-07-23 14:41:06,590.0,50.0
2014-07-23 14:41:12,596.0,48.0
2014-07-23 14:41:18,581.0,48.0
2014-07-23 14:41:24,594.0,50.0
2014-07-23 14:41:30,587.0,48.0
2014-07-23 14:41:36,593.0,50.0
2014-07-23 14:41:42,595.0,48.0
2014-07-23 14:41:48,582.0,48.0
2014-07-23 14:41:54,599.0,50.0
2014-07-23 14:42:00,577.0,48.0
2014-07-23 14:42:06,592.0,48.0
2014-07-23 14:42:12,584.0,48.0
2014-07-23 14:42:18,598.0,48.0
2014-07-23 14:42:24,591.0,48.0
2014-07-23 14:42:30,592.0,48.0
2014-07-23 14:42:36,592.0,50.0
2014-07-23 14:42:42,579.0,48.0
2014-07-23 14:42:48,595.0,48.0
2014-07-23 14:42:54,598.0,48.0
2014-07-23 14:43:00,593.0,48.0
2014-07-23 14:43:06,598.0,50.0
2014-07-23 14:43:12,587.0,48.0
2014-07-23 14:43:18,585.0,50.0
2014-07-23 14:43:24,591.0,50.0
2014-07-23 14:43:30,594.0,50.0
2014-07-23 14:43:36,595.0,50.0
2014-07-23 14:43:42,580.0,50.0
2014-07-23 14:43:48,595.0,50.0
2014-07-23 14:43:54,594.0,48.0
2014-07-23 14:44:00,599.0,48.0
2014-07-23 14:44:06,580.0,48.0
2014-07-23 14:44:12,587.0,48.0
2014-07-23 14:44:18,589.0,50.0
2014-07-23 14:44:24,596.0,50.0
2014-07-23 14:44:30,582.0,48.0
2014-07-23 14:44:36,600.0,48.0
2014-07-23 14:44:42,594.0,48.0
2014-07-23 14:44:48,594.0,50.0
2014-07-23 14:44:54,592.0,48.0
2014-07-23 14:45:00,596.0,48.0
2014-07-23 14:45:06,585.0,48.0
2014-07-23 14:45:12,577.0,48.0
2014-07-23 14:45:18,593.0,48.0
2014-07-23 14:45:24,592.0,48.0
2014-07-23 14:45:30,585.0,50.0
2014-07-23 14:45:36,583.0,48.0
2014-07-23 14:45:42,595.0,50.0
2014-07-23 14:45:48,582.0,48.0
2014-07-23 14:45:54,582.0,48.0
2014-07-23 14:46:00,594.0,48.0
2014-07-23 14:46:06,584.0,50.0
2014-07-23 14:46:12,580.0,50.0
2014-07-23 14:46:18,594.0,50.0
2014-07-23 14:46:24,593.0,50.0
2014-07-23 14:46:30,594.0,50.0
2014-07-23 14:46:36,596.0,48.0
2014-07-23 14:46:42,592.0,48.0
2014-07-23 14:46:48,594.0,50.0
2014-07-23 14:46:54,585.0,50.0
2014-07-23 14:47:00,587.0,50.0
2014-07-23 14:47:06,600.0,50.0
2014-07-23 14:47:12,584.0,50.0
2014-07-23 14:47:18,604.0,50.0
2014-07-23 14:47:24,593.0,50.0
2014-07-23 14:47:30,597.0,50.0
2014-07-23 14:47:36,591.0,50.0
2014-07-23 14:47:42,617.0,50.0
2014-07-23 14:47:48,614.0,50.0
2014-07-23 14:47:54,624.0,50.0
2014-07-23 14:48:00,586.0,50.0
2014-07-23 14:48:06,595.0,50.0
2014-07-23 14:48:12,599.0,50.0
2014-07-23 14:48:18,598.0,50.0
2014-07-23 14:48:24,586.0,50.0
2014-07-23 14:48:30,595.0,50.0
2014-07-23 14:48:36,580.0,48.0
2014-07-23 14:48:42,592.0,50.0
2014-07-23 14:48:48,596.0,48.0
2014-07-23 14:48:54,581.0,48.0
2014-07-23 14:49:00,599.0,48.0
2014-07-23 14:49:06,594.0,50.0
2014-07-23 14:49:12,584.0,48.0
2014-07-23 14:49:18,589.0,50.0
2014-07-23 14:49:24,582.0,48.0
2014-07-23 14:49:30,582.0,50.0
2014-07-23 14:49:36,591.0,48.0
2014-07-23 14:49:42,591.0,48.0
2014-07-23 14:49:48,601.0,48.0
2014-07-23 14:49:54,597.0,50.0
2014-07-23 14:50:00,598.0,50.0
2014-07-23 14:50:06,596.0,50.0
2014-07-23 14:50:12,592.0,50.0
2014-07-23 14:50:18,601.0,50.0
2014-07-23 14:50:24,575.0,50.0
2014-07-23 14:50:30,586.0,48.0
2014-07-23 14:50:36,587.0,48.0
2014-07-23 14:50:42,580.0,50.0
2014-07-23 14:50:48,593.0,50.0
2014-07-23 14:50:54,581.0,48.0
2014-07-23 14:51:00,594.0,48.0
2014-07-23 14:51:06,586.0,50.0
2014-07-23 14:51:12,595.0,50.0
2014-07-23 14:51:18,586.0,50.0
2014-07-23 14:51:24,586.0,50.0
2014-07-23 14:51:30,595.0,48.0
2014-07-23 14:51:36,605.0,50.0
2014-07-23 14:51:42,594.0,50.0
2014-07-23 14:51:48,594.0,48.0
2014-07-23 14:51:54,593.0,51.0
2014-07-23 14:52:00,583.0,50.0
2014-07-23 14:52:06,589.0,48.0
2014-07-23 14:52:12,592.0,50.0
2014-07-23 14:52:18,590.0,50.0
2014-07-23 14:52:24,584.0,50.0
2014-07-23 14:52:30,592.0,48.0
2014-07-23 14:52:36,596.0,48.0
2014-07-23 14:52:42,623.0,50.0
2014-07-23 14:52:48,595.0,50.0
2014-07-23 14:52:54,602.0,50.0
2014-07-23 14:53:00,593.0,50.0
2014-07-23 14:53:06,599.0,50.0
2014-07-23 14:53:12,598.0,50.0
2014-07-23 14:53:18,585.0,48.0
2014-07-23 14:53:24,590.0,50.0
2014-07-23 14:53:30,592.0,50.0
2014-07-23 14:53:36,594.0,50.0
2014-07-23 14:53:42,587.0,48.0
2014-07-23 14:53:48,593.0,50.0
2014-07-23 14:53:54,583.0,48.0
2014-07-23 14:54:00,595.0,50.0
2014-07-23 14:54:06,595.0,48.0
2014-07-23 14:54:12,596.0,50.0
2014-07-23 14:54:18,585.0,50.0
2014-07-23 14:54:24,592.0,48.0
2014-07-23 14:54:30,586.0,50.0
2014-07-23 14:54:36,583.0,50.0
2014-07-23 14:54:42,599.0,50.0
2014-07-23 14:54:48,599.0,50.0
2014-07-23 14:54:54,585.0,48.0
2014-07-23 14:55:00,597.0,50.0
2014-07-23 14:55:06,594.0,50.0
2014-07-23 14:55:12,592.0,50.0
2014-07-23 14:55:18,593.0,50.0
2014-07-23 14:55:24,593.0,48.0
2014-07-23 14:55:30,589.0,50.0
2014-07-23 14:55:36,585.0,50.0
2014-07-23 14:55:42,582.0,50.0
2014-07-23 14:55:48,591.0,50.0
2014-07-23 14:55:54,585.0,50.0
2014-07-23 14:56:00,587.0,50.0
2014-07-23 14:56:12,597.0,50.0
2014-07-23 14:56:18,590.0,50.0
2014-07-23 14:56:24,579.0,50.0
2014-07-23 14:56:30,594.0,50.0
2014-07-23 14:56:36,597.0,50.0
2014-07-23 14:56:42,589.0,50.0
2014-07-23 14:56:48,591.0,50.0
2014-07-23 14:56:54,595.0,50.0
2014-07-23 14:57:00,592.0,50.0
2014-07-23 14:57:06,584.0,48.0
2014-07-23 14:57:12,584.0,50.0
2014-07-23 14:57:18,593.0,50.0
2014-07-23 14:57:24,581.0,50.0
2014-07-23 14:57:30,583.0,50.0
2014-07-23 14:57:36,594.0,48.0
2014-07-23 14:57:42,589.0,48.0
2014-07-23 14:57:48,583.0,50.0
2014-07-23 14:57:54,593.0,50.0
2014-07-23 14:58:00,581.0,48.0
2014-07-23 14:58:06,581.0,50.0
2014-07-23 14:58:12,600.0,50.0
2014-07-23 14:58:18,596.0,50.0
2014-07-23 14:58:24,587.0,50.0
2014-07-23 14:58:30,597.0,48.0
2014-07-23 14:58:36,590.0,48.0
2014-07-23 14:58:42,539.0,50.0
2014-07-23 14:58:48,543.0,50.0
2014-07-23 14:58:54,531.0,48.0
2014-07-23 14:59:00,527.0,50.0
2014-07-23 14:59:06,543.0,48.0
2014-07-23 14:59:12,542.0,48.0
2014-07-23 14:59:18,541.0,48.0
2014-07-23 14:59:24,537.0,50.0
2014-07-23 14:59:30,543.0,50.0
2014-07-23 14:59:36,543.0,50.0
2014-07-23 14:59:42,551.0,50.0
2014-07-23 14:59:48,559.0,50.0
2014-07-23 14:59:54,544.0,48.0
2014-07-23 15:00:00,562.0,50.0
2014-07-23 15:00:06,545.0,50.0
2014-07-23 15:00:12,545.0,50.0
2014-07-23 15:00:18,545.0,50.0
2014-07-23 15:00:24,548.0,50.0
2014-07-23 15:00:30,545.5,50.0
2014-07-23 15:00:36,545.5,50.0
2014-07-23 15:00:42,541.0,50.0
2014-07-23 15:00:48,540.0,50.0
2014-07-23 15:00:54,540.0,50.0
2014-07-23 15:01:00,534.0,50.0
2014-07-23 15:01:06,548.0,48.0
2014-07-23 15:01:12,545.0,50.0
2014-07-23 15:01:18,544.0,50.0
2014-07-23 15:01:24,547.0,50.0
2014-07-23 15:01:30,547.0,50.0
2014-07-23 15:01:36,547.0,50.0
2014-07-23 15:01:42,546.0,50.0
2014-07-23 15:01:48,549.0,48.0
2014-07-23 15:01:54,551.0,50.0
2014-07-23 15:02:00,547.0,48.0
2014-07-23 15:02:06,552.0,48.0
2014-07-23 15:02:12,550.0,50.0
2014-07-23 15:02:18,549.0,50.0
2014-07-23 15:02:24,538.0,50.0
2014-07-23 15:02:36,553.0,50.0
2014-07-23 15:02:42,542.0,50.0
2014-07-23 15:02:54,546.0,48.0
2014-07-23 15:03:00,554.0,48.0
2014-07-23 15:03:06,549.0,50.0
2014-07-23 15:03:12,553.0,48.0
2014-07-23 15:03:18,548.0,50.0
2014-07-23 15:03:24,539.0,48.0
2014-07-23 15:03:30,557.0,50.0
2014-07-23 15:03:36,545.0,48.0
2014-07-23 15:03:42,538.0,50.0
2014-07-23 15:03:48,544.0,48.0
2014-07-23 15:03:54,541.0,50.0
2014-07-23 15:04:00,558.0,50.0
2014-07-23 15:04:06,544.0,50.0
2014-07-23 15:04:12,538.0,50.0
2014-07-23 15:04:18,544.0,50.0
2014-07-23 15:04:24,541.0,50.0
2014-07-23 15:04:30,552.0,50.0
2014-07-23 15:04:36,544.0,50.0
2014-07-23 15:04:42,547.0,48.0
2014-07-23 15:04:48,542.0,48.0
2014-07-23 15:04:54,551.0,48.0
2014-07-23 15:05:00,548.0,50.0
2014-07-23 15:05:06,527.0,48.0
2014-07-23 15:05:12,538.0,48.0
2014-07-23 15:05:18,538.0,48.0
2014-07-23 15:05:24,542.0,50.0
2014-07-23 15:05:30,533.0,48.0
2014-07-23 15:05:42,544.0,48.0
2014-07-23 15:05:48,544.0,48.0
2014-07-23 15:05:54,539.0,50.0
2014-07-23 15:06:00,532.0,48.0
2014-07-23 15:06:06,548.0,50.0
2014-07-23 15:06:12,540.0,50.0
2014-07-23 15:06:18,532.0,48.0
2014-07-23 15:06:24,532.0,48.0
2014-07-23 15:06:30,549.0,48.0
2014-07-23 15:06:36,549.0,50.0
2014-07-23 15:06:42,535.0,48.0
2014-07-23 15:06:48,535.0,50.0
2014-07-23 15:06:54,544.0,50.0
2014-07-23 15:07:00,543.0,50.0
2014-07-23 15:07:06,544.0,50.0
2014-07-23 15:07:12,544.0,48.0
2014-07-23 15:07:18,549.0,50.0
2014-07-23 15:07:24,533.0,50.0
2014-07-23 15:07:30,541.0,48.0
2014-07-23 15:07:36,540.0,48.0
2014-07-23 15:07:42,546.0,48.0
2014-07-23 15:07:48,545.0,50.0
2014-07-23 15:07:54,549.0,50.0
2014-07-23 15:08:00,539.0,50.0
2014-07-23 15:08:06,535.0,50.0
2014-07-23 15:08:12,542.0,48.0
2014-07-23 15:08:18,545.0,50.0
2014-07-23 15:08:24,545.0,50.0
2014-07-23 15:08:30,536.0,50.0
2014-07-23 15:08:36,545.0,48.0
2014-07-23 15:08:42,554.0,50.0
2014-07-23 15:08:48,546.0,50.0
2014-07-23 15:08:54,545.0,48.0
2014-07-23 15:09:00,537.0,48.0
2014-07-23 15:09:06,544.0,48.0
2014-07-23 15:09:12,545.0,50.0
2014-07-23 15:09:18,543.0,50.0
2014-07-23 15:09:24,539.0,50.0
2014-07-23 15:09:30,551.0,48.0
2014-07-23 15:09:36,538.0,50.0
2014-07-23 15:09:42,555.0,50.0
2014-07-23 15:09:48,543.0,48.0
2014-07-23 15:09:54,548.0,50.0
2014-07-23 15:10:00,552.0,50.0
2014-07-23 15:10:06,539.0,50.0
2014-07-23 15:10:12,559.0,48.0
2014-07-23 15:10:18,545.0,50.0
2014-07-23 15:10:24,546.0,50.0
2014-07-23 15:10:30,538.0,50.0
2014-07-23 15:10:36,550.0,50.0
2014-07-23 15:10:42,554.0,48.0
2014-07-23 15:10:48,533.0,48.0
2014-07-23 15:10:54,544.0,48.0
2014-07-23 15:11:00,548.0,50.0
2014-07-23 15:11:06,540.0,50.0
2014-07-23 15:11:12,541.0,48.0
2014-07-23 15:11:18,545.0,50.0
2014-07-23 15:11:24,542.0,48.0
2014-07-23 15:11:30,550.0,48.0
2014-07-23 15:11:36,548.0,50.0
2014-07-23 15:11:42,545.0,50.0
2014-07-23 15:11:48,540.0,48.0
2014-07-23 15:11:54,543.0,48.0
2014-07-23 15:12:00,533.0,50.0
2014-07-23 15:12:06,541.0,50.0
2014-07-23 15:12:12,541.0,50.0
2014-07-23 15:12:18,538.0,48.0
2014-07-23 15:12:24,549.0,48.0
2014-07-23 15:12:30,546.0,50.0
2014-07-23 15:12:36,551.0,48.0
2014-07-23 15:12:42,567.0,50.0
2014-07-23 15:12:48,549.0,50.0
2014-07-23 15:12:54,549.0,48.0
2014-07-23 15:13:00,541.0,50.0
2014-07-23 15:13:06,557.0,50.0
2014-07-23 15:13:12,553.0,48.0
2014-07-23 15:13:36,541.0,48.0
2014-07-23 15:13:42,541.0,48.0
2014-07-23 15:13:48,549.0,50.0
2014-07-23 15:13:54,549.0,50.0
2014-07-23 15:14:00,534.0,50.0
2014-07-23 15:14:06,552.0,50.0
2014-07-23 15:14:12,555.0,48.0
2014-07-23 15:14:18,553.0,48.0
2014-07-23 15:14:24,543.0,50.0
2014-07-23 15:14:30,557.0,48.0
2014-07-23 15:14:36,544.0,48.0
2014-07-23 15:14:42,543.0,50.0
2014-07-23 15:14:48,539.0,48.0
2014-07-23 15:14:54,552.0,50.0
2014-07-23 15:15:00,549.0,48.0
2014-07-23 15:15:06,538.0,50.0
2014-07-23 15:15:12,554.0,50.0
2014-07-23 15:15:18,548.0,50.0
2014-07-23 15:15:30,555.0,50.0
2014-07-23 15:15:36,555.0,50.0
2014-07-23 15:15:42,551.0,50.0
2014-07-23 15:15:48,550.0,50.0
2014-07-23 15:15:54,540.0,50.0
2014-07-23 15:16:00,541.0,50.0
2014-07-23 15:16:06,540.0,50.0
2014-07-23 15:16:12,543.0,50.0
2014-07-23 15:16:18,555.0,50.0
2014-07-23 15:16:24,545.0,50.0
2014-07-23 15:16:30,537.0,48.0
2014-07-23 15:16:36,553.0,50.0
2014-07-23 15:16:42,547.0,48.0
2014-07-23 15:16:48,542.0,50.0
2014-07-23 15:16:54,545.0,50.0
2014-07-23 15:17:00,546.0,48.0
2014-07-23 15:17:06,538.0,48.0
2014-07-23 15:17:12,552.0,50.0
2014-07-23 15:17:18,552.0,50.0
2014-07-23 15:17:24,544.0,48.0
2014-07-23 15:17:42,579.0,48.0
2014-07-23 15:17:48,571.0,48.0
2014-07-23 15:17:54,542.0,48.0
2014-07-23 15:18:00,546.0,50.0
2014-07-23 15:18:06,546.0,48.0
2014-07-23 15:18:12,540.0,50.0
2014-07-23 15:18:18,549.0,50.0
2014-07-23 15:18:24,549.0,50.0
2014-07-23 15:18:30,544.0,50.0
2014-07-23 15:18:36,537.0,50.0
2014-07-23 15:18:42,534.0,50.0
2014-07-23 15:18:48,547.0,50.0
2014-07-23 15:18:54,533.0,50.0
2014-07-23 15:19:00,545.0,50.0
2014-07-23 15:19:06,546.0,50.0
2014-07-23 15:19:12,531.0,50.0
2014-07-23 15:19:18,544.0,50.0
2014-07-23 15:19:24,551.0,50.0
2014-07-23 15:19:30,558.0,50.0
2014-07-23 15:19:36,537.0,50.0
2014-07-23 15:19:42,542.0,48.0
2014-07-23 15:19:48,545.0,51.0
2014-07-23 15:19:54,531.0,50.0
2014-07-23 15:20:00,538.0,50.0
2014-07-23 15:20:06,543.0,50.0
2014-07-23 15:20:12,543.0,50.0
2014-07-23 15:20:18,550.0,50.0
2014-07-23 15:20:24,540.0,50.0
2014-07-23 15:20:30,539.0,50.0
2014-07-23 15:20:36,539.0,50.0
2014-07-23 15:20:42,549.0,50.0
2014-07-23 15:20:48,543.0,50.0
2014-07-23 15:20:54,539.0,50.0
2014-07-23 15:21:00,531.0,50.0
2014-07-23 15:21:06,538.0,50.0
2014-07-23 15:21:12,547.0,48.0
2014-07-23 15:21:18,547.0,48.0
2014-07-23 15:21:24,553.0,50.0
2014-07-23 15:21:30,541.0,50.0
2014-07-23 15:21:36,545.0,50.0
2014-07-23 15:21:42,535.0,50.0
2014-07-23 15:21:48,534.0,50.0
2014-07-23 15:21:54,530.0,50.0
