time,aggregate,kettle
2013-03-18 11:02:00,265.0,1.0
2013-03-18 11:02:06,262.0,1.0
2013-03-18 11:02:12,262.0,1.0
2013-03-18 11:02:18,267.0,1.0
2013-03-18 11:02:24,163.0,1.0
2013-03-18 11:02:30,166.0,1.0
2013-03-18 11:02:36,164.0,1.0
2013-03-18 11:02:42,162.0,1.0
2013-03-18 11:02:48,163.0,1.0
2013-03-18 11:02:54,164.0,1.0
2013-03-18 11:03:00,164.0,1.0
2013-03-18 11:03:06,165.0,0.0
2013-03-18 11:03:12,164.0,1.0
2013-03-18 11:03:18,164.0,1.0
2013-03-18 11:03:24,163.0,1.0
2013-03-18 11:03:30,164.0,1.0
2013-03-18 11:03:36,165.0,1.0
2013-03-18 11:03:42,163.0,1.0
2013-03-18 11:03:48,165.0,1.0
2013-03-18 11:03:54,162.0,1.0
2013-03-18 11:04:00,163.0,1.0
2013-03-18 11:04:06,165.0,1.0
2013-03-18 11:04:12,165.0,1.0
2013-03-18 11:04:18,165.0,0.0
2013-03-18 11:04:24,165.0,0.0
2013-03-18 11:04:30,164.0,1.0
2013-03-18 11:04:36,164.0,1.0
2013-03-18 11:04:42,164.0,1.0
2013-03-18 11:04:48,164.0,1.0
2013-03-18 11:04:54,165.0,1.0
2013-03-18 11:05:00,164.0,1.0
2013-03-18 11:05:06,165.0,1.0
2013-03-18 11:05:12,166.0,0.0
2013-03-18 11:05:18,165.0,0.0
2013-03-18 11:05:24,166.0,1.0
2013-03-18 11:05:30,167.0,1.0
2013-03-18 11:05:36,167.0,1.0
2013-03-18 11:05:42,165.0,1.0
2013-03-18 11:05:48,165.0,1.0
2013-03-18 11:05:54,166.0,1.0
2013-03-18 11:06:00,164.0,1.0
2013-03-18 11:06:06,167.0,1.0
2013-03-18 11:06:12,164.0,1.0
2013-03-18 11:06:18,164.0,1.0
2013-03-18 11:06:24,165.0,1.0
2013-03-18 11:06:30,164.0,1.0
2013-03-18 11:06:36,165.0,1.0
2013-03-18 11:06:42,162.0,1.0
2013-03-18 11:06:48,162.0,1.0
2013-03-18 11:06:54,164.0,1.0
2013-03-18 11:07:00,165.0,1.0
2013-03-18 11:07:06,165.0,1.0
2013-03-18 11:07:12,164.0,1.0
2013-03-18 11:07:18,165.0,1.0
2013-03-18 11:07:24,166.0,1.0
2013-03-18 11:07:30,163.0,1.0
2013-03-18 11:07:36,165.0,1.0
2013-03-18 11:07:42,167.0,1.0
2013-03-18 11:07:48,167.0,1.0
2013-03-18 11:07:54,166.0,1.0
2013-03-18 11:08:00,165.0,1.0
2013-03-18 11:08:06,165.0,1.0
2013-03-18 11:08:12,166.0,1.0
2013-03-18 11:08:18,165.0,1.0
2013-03-18 11:08:24,162.0,1.0
2013-03-18 11:08:30,165.0,1.0
2013-03-18 11:08:36,166.0,1.0
2013-03-18 11:08:42,165.0,1.0
2013-03-18 11:08:48,164.0,1.0
2013-03-18 11:08:54,164.0,1.0
2013-03-18 11:09:00,164.0,1.0
2013-03-18 11:09:06,162.0,1.0
2013-03-18 11:09:12,165.0,1.0
2013-03-18 11:09:18,168.0,1.0
2013-03-18 11:09:24,163.0,1.0
2013-03-18 11:09:30,165.0,1.0
2013-03-18 11:09:36,165.0,1.0
2013-03-18 11:09:42,165.0,1.0
2013-03-18 11:09:48,165.0,1.0
2013-03-18 11:09:54,163.0,1.0
2013-03-18 11:10:00,162.0,1.0
2013-03-18 11:10:06,164.0,1.0
2013-03-18 11:10:12,165.0,1.0
2013-03-18 11:10:18,165.0,1.0
2013-03-18 11:10:24,162.0,1.0
2013-03-18 11:10:30,164.0,1.0
2013-03-18 11:10:36,163.0,1.0
2013-03-18 11:10:42,165.0,0.0
2013-03-18 11:10:48,163.0,0.0
2013-03-18 11:10:54,165.0,1.0
2013-03-18 11:11:00,165.0,1.0
2013-03-18 11:11:06,163.0,0.0
2013-03-18 11:11:12,163.0,1.0
2013-03-18 11:11:18,164.0,1.0
2013-03-18 11:11:24,164.0,1.0
2013-03-18 11:11:30,165.0,1.0
2013-03-18 11:11:36,164.0,1.0
2013-03-18 11:11:42,165.0,1.0
2013-03-18 11:11:48,165.0,1.0
2013-03-18 11:11:54,161.0,1.0
2013-03-18 11:12:00,166.0,1.0
2013-03-18 11:12:06,164.0,1.0
2013-03-18 11:12:12,163.0,1.0
2013-03-18 11:12:18,163.0,1.0
2013-03-18 11:12:24,164.0,1.0
2013-03-18 11:12:30,164.0,1.0
2013-03-18 11:12:36,166.0,1.0
2013-03-18 11:12:42,163.0,1.0
2013-03-18 11:12:48,162.0,1.0
2013-03-18 11:12:54,166.0,1.0
2013-03-18 11:13:00,165.0,1.0
2013-03-18 11:13:06,164.0,1.0
2013-03-18 11:13:12,163.0,1.0
2013-03-18 11:13:18,165.0,1.0
2013-03-18 11:13:24,166.0,1.0
2013-03-18 11:13:30,164.0,1.0
2013-03-18 11:13:36,163.0,1.0
2013-03-18 11:13:42,163.0,1.0
2013-03-18 11:13:48,165.0,1.0
2013-03-18 11:13:54,165.0,1.0
2013-03-18 11:14:00,164.0,1.0
2013-03-18 11:14:06,164.0,1.0
2013-03-18 11:14:12,163.0,1.0
2013-03-18 11:14:18,165.0,1.0
2013-03-18 11:14:24,164.0,1.0
2013-03-18 11:14:30,165.0,1.0
2013-03-18 11:14:36,163.0,1.0
2013-03-18 11:14:42,165.0,1.0
2013-03-18 11:14:48,166.0,1.0
2013-03-18 11:14:54,163.0,1.0
2013-03-18 11:15:00,163.0,1.0
2013-03-18 11:15:06,165.0,1.0
2013-03-18 11:15:12,165.0,1.0
2013-03-18 11:15:18,163.0,1.0
2013-03-18 11:15:24,164.0,1.0
2013-03-18 11:15:30,163.0,1.0
2013-03-18 11:15:36,164.0,1.0
2013-03-18 11:15:42,163.0,1.0
2013-03-18 11:15:48,162.0,1.0
2013-03-18 11:15:54,165.0,1.0
2013-03-18 11:16:00,164.0,1.0
2013-03-18 11:16:06,165.0,1.0
2013-03-18 11:16:12,163.0,1.0
2013-03-18 11:16:18,165.0,1.0
2013-03-18 11:16:24,164.0,1.0
2013-03-18 11:16:30,165.0,1.0
2013-03-18 11:16:36,164.0,1.0
2013-03-18 11:16:42,163.0,1.0
2013-03-18 11:16:48,165.0,1.0
2013-03-18 11:16:54,163.0,1.0
2013-03-18 11:17:00,163.0,1.0
2013-03-18 11:17:06,165.0,1.0
2013-03-18 11:17:12,165.0,1.0
2013-03-18 11:17:18,162.0,1.0
2013-03-18 11:17:24,163.0,1.0
2013-03-18 11:17:30,163.0,1.0
2013-03-18 11:17:36,166.0,1.0
2013-03-18 11:17:42,163.0,1.0
2013-03-18 11:17:48,163.0,1.0
2013-03-18 11:17:54,162.0,1.0
2013-03-18 11:18:00,165.0,1.0
2013-03-18 11:18:06,165.0,1.0
2013-03-18 11:18:12,165.0,1.0
2013-03-18 11:18:18,162.0,1.0
2013-03-18 11:18:24,165.0,0.0
2013-03-18 11:18:30,163.0,1.0
2013-03-18 11:18:36,165.0,1.0
2013-03-18 11:18:42,164.0,0.0
2013-03-18 11:18:48,164.0,1.0
2013-03-18 11:18:54,164.0,0.0
2013-03-18 11:19:00,165.0,1.0
2013-03-18 11:19:06,165.0,1.0
2013-03-18 11:19:12,166.0,1.0
2013-03-18 11:19:18,165.0,1.0
2013-03-18 11:19:24,163.0,1.0
2013-03-18 11:19:30,165.0,1.0
2013-03-18 11:19:36,164.0,1.0
2013-03-18 11:19:42,165.0,1.0
2013-03-18 11:19:48,163.0,1.0
2013-03-18 11:19:54,163.0,1.0
2013-03-18 11:20:00,164.0,1.0
2013-03-18 11:20:06,164.0,1.0
2013-03-18 11:20:12,164.0,1.0
2013-03-18 11:20:18,165.0,1.0
2013-03-18 11:20:24,165.0,1.0
2013-03-18 11:20:30,165.0,1.0
2013-03-18 11:20:36,162.0,1.0
2013-03-18 11:20:42,161.0,1.0
2013-03-18 11:20:48,165.0,1.0
2013-03-18 11:20:54,165.0,1.0
2013-03-18 11:21:00,164.0,1.0
2013-03-18 11:21:06,161.0,1.0
2013-03-18 11:21:12,165.0,1.0
2013-03-18 11:21:18,163.0,1.0
2013-03-18 11:21:24,165.0,1.0
2013-03-18 11:21:30,164.0,1.0
2013-03-18 11:21:36,164.0,1.0
2013-03-18 11:21:42,164.0,1.0
2013-03-18 11:21:48,165.0,1.0
2013-03-18 11:21:54,165.0,1.0
2013-03-18 11:22:00,164.0,1.0
2013-03-18 11:22:06,164.0,1.0
2013-03-18 11:22:12,166.0,1.0
2013-03-18 11:22:18,165.0,1.0
2013-03-18 11:22:24,165.0,1.0
2013-03-18 11:22:30,165.0,1.0
2013-03-18 11:22:36,165.0,1.0
2013-03-18 11:22:42,165.0,1.0
2013-03-18 11:22:48,165.0,1.0
2013-03-18 11:22:54,165.0,1.0
2013-03-18 11:23:00,164.0,1.0
2013-03-18 11:23:06,163.0,1.0
2013-03-18 11:23:12,165.0,1.0
2013-03-18 11:23:18,165.0,1.0
2013-03-18 11:23:24,164.0,1.0
2013-03-18 11:23:30,165.0,1.0
2013-03-18 11:23:36,164.0,1.0
2013-03-18 11:23:42,163.0,1.0
2013-03-18 11:23:48,164.0,1.0
2013-03-18 11:23:54,162.0,1.0
2013-03-18 11:24:00,163.0,1.0
2013-03-18 11:24:06,163.0,1.0
2013-03-18 11:24:12,163.0,1.0
2013-03-18 11:24:18,164.0,1.0
2013-03-18 11:24:24,163.0,1.0
2013-03-18 11:24:30,161.0,1.0
2013-03-18 11:24:36,162.0,1.0
2013-03-18 11:24:42,164.0,1.0
2013-03-18 11:24:48,164.0,1.0
2013-03-18 11:24:54,163.0,1.0
2013-03-18 11:25:00,164.0,1.0
2013-03-18 11:25:06,165.0,1.0
2013-03-18 11:25:12,164.0,1.0
2013-03-18 11:25:18,165.0,1.0
2013-03-18 11:25:24,164.0,1.0
2013-03-18 11:25:30,166.0,1.0
2013-03-18 11:25:36,164.0,1.0
2013-03-18 11:25:42,166.0,1.0
2013-03-18 11:25:48,164.0,1.0
2013-03-18 11:25:54,165.0,1.0
2013-03-18 11:26:00,163.0,1.0
2013-03-18 11:26:06,164.0,1.0
2013-03-18 11:26:12,162.0,1.0
2013-03-18 11:26:18,166.0,1.0
2013-03-18 11:26:24,163.0,1.0
2013-03-18 11:26:30,164.0,1.0
2013-03-18 11:26:36,163.0,1.0
2013-03-18 11:26:42,164.0,1.0
2013-03-18 11:26:48,163.0,1.0
2013-03-18 11:26:54,163.0,1.0
2013-03-18 11:27:00,165.0,1.0
2013-03-18 11:27:06,164.0,1.0
2013-03-18 11:27:12,165.0,1.0
2013-03-18 11:27:18,165.0,1.0
2013-03-18 11:27:24,165.0,1.0
2013-03-18 11:27:30,165.0,1.0
2013-03-18 11:27:36,164.0,1.0
2013-03-18 11:27:42,162.0,1.0
2013-03-18 11:27:48,163.0,1.0
2013-03-18 11:27:54,164.0,1.0
2013-03-18 11:28:00,164.0,1.0
2013-03-18 11:28:06,163.0,1.0
2013-03-18 11:28:12,164.0,1.0
2013-03-18 11:28:18,164.0,1.0
2013-03-18 11:28:24,165.0,1.0
2013-03-18 11:28:30,163.0,0.0
2013-03-18 11:28:36,163.0,0.0
2013-03-18 11:28:42,164.0,0.0
2013-03-18 11:28:48,164.0,1.0
2013-03-18 11:28:54,165.0,1.0
2013-03-18 11:29:00,163.0,1.0
2013-03-18 11:29:06,164.0,1.0
2013-03-18 11:29:12,164.0,1.0
2013-03-18 11:29:18,165.0,1.0
2013-03-18 11:29:24,165.0,1.0
2013-03-18 11:29:30,164.0,0.0
2013-03-18 11:29:36,165.0,1.0
2013-03-18 11:29:42,164.0,1.0
2013-03-18 11:29:48,164.0,1.0
2013-03-18 11:29:54,163.0,1.0
2013-03-18 11:30:00,166.0,1.0
2013-03-18 11:30:06,163.0,1.0
2013-03-18 11:30:12,165.0,1.0
2013-03-18 11:30:18,165.0,1.0
2013-03-18 11:30:24,165.0,1.0
2013-03-18 11:30:30,165.0,1.0
2013-03-18 11:30:36,169.0,1.0
2013-03-18 11:30:42,164.0,0.0
2013-03-18 11:30:48,166.0,0.0
2013-03-18 11:30:54,166.0,1.0
2013-03-18 11:31:00,169.0,1.0
2013-03-18 11:31:06,169.0,1.0
2013-03-18 11:31:12,164.0,1.0
2013-03-18 11:31:18,165.0,1.0
2013-03-18 11:31:24,169.0,1.0
2013-03-18 11:31:30,164.0,1.0
2013-03-18 11:31:36,164.0,1.0
2013-03-18 11:31:42,167.0,1.0
2013-03-18 11:31:48,162.0,1.0
2013-03-18 11:31:54,168.0,1.0
2013-03-18 11:32:00,163.0,1.0
2013-03-18 11:32:06,162.0,1.0
2013-03-18 11:32:12,165.0,1.0
2013-03-18 11:32:18,165.0,1.0
2013-03-18 11:32:24,165.0,1.0
2013-03-18 11:32:30,165.0,1.0
2013-03-18 11:32:36,165.0,1.0
2013-03-18 11:32:42,165.0,1.0
2013-03-18 11:32:48,167.0,1.0
2013-03-18 11:32:54,165.0,1.0
2013-03-18 11:33:00,165.0,1.0
2013-03-18 11:33:06,165.0,1.0
2013-03-18 11:33:12,165.0,1.0
2013-03-18 11:33:18,166.0,1.0
2013-03-18 11:33:24,165.0,1.0
2013-03-18 11:33:30,163.0,1.0
2013-03-18 11:33:36,165.0,1.0
2013-03-18 11:33:42,165.0,1.0
2013-03-18 11:33:48,165.0,1.0
2013-03-18 11:33:54,163.0,1.0
2013-03-18 11:34:00,165.0,1.0
2013-03-18 11:34:06,165.0,1.0
2013-03-18 11:34:12,167.0,1.0
2013-03-18 11:34:18,166.0,1.0
2013-03-18 11:34:24,165.0,1.0
2013-03-18 11:34:30,165.0,1.0
2013-03-18 11:34:36,165.0,1.0
2013-03-18 11:34:42,161.0,1.0
2013-03-18 11:34:48,165.0,1.0
2013-03-18 11:34:54,163.0,1.0
2013-03-18 11:35:00,163.0,1.0
2013-03-18 11:35:06,164.0,1.0
2013-03-18 11:35:12,167.0,1.0
2013-03-18 11:35:18,167.0,1.0
2013-03-18 11:35:24,165.0,1.0
2013-03-18 11:35:30,165.0,1.0
2013-03-18 11:35:36,164.0,1.0
2013-03-18 11:35:42,164.0,1.0
2013-03-18 11:35:48,164.0,1.0
2013-03-18 11:35:54,165.0,1.0
2013-03-18 11:36:00,165.0,1.0
2013-03-18 11:36:06,162.0,1.0
2013-03-18 11:36:12,165.0,1.0
2013-03-18 11:36:18,165.0,1.0
2013-03-18 11:36:24,165.0,1.0
2013-03-18 11:36:30,165.0,1.0
2013-03-18 11:36:36,165.0,1.0
2013-03-18 11:36:42,165.0,1.0
2013-03-18 11:36:48,164.0,1.0
2013-03-18 11:36:54,165.0,1.0
2013-03-18 11:37:00,165.0,1.0
2013-03-18 11:37:06,162.0,1.0
2013-03-18 11:37:12,165.0,1.0
2013-03-18 11:37:18,165.0,1.0
2013-03-18 11:37:24,165.0,1.0
2013-03-18 11:37:30,166.0,1.0
2013-03-18 11:37:36,163.0,1.0
2013-03-18 11:37:42,165.0,1.0
2013-03-18 11:37:48,165.0,1.0
2013-03-18 11:37:54,164.0,1.0
2013-03-18 11:38:00,163.0,1.0
2013-03-18 11:38:06,166.0,1.0
2013-03-18 11:38:12,164.0,1.0
2013-03-18 11:38:18,166.0,1.0
2013-03-18 11:38:24,164.0,1.0
2013-03-18 11:38:30,165.0,1.0
2013-03-18 11:38:36,165.0,1.0
2013-03-18 11:38:42,163.0,1.0
2013-03-18 11:38:48,163.0,1.0
2013-03-18 11:38:54,164.0,1.0
2013-03-18 11:39:00,162.0,1.0
2013-03-18 11:39:06,163.0,1.0
2013-03-18 11:39:12,164.0,1.0
2013-03-18 11:39:18,165.0,1.0
2013-03-18 11:39:24,165.0,1.0
2013-03-18 11:39:30,165.0,1.0
2013-03-18 11:39:36,161.0,1.0
2013-03-18 11:39:42,163.0,1.0
2013-03-18 11:39:48,164.0,1.0
2013-03-18 11:39:54,165.0,1.0
2013-03-18 11:40:00,164.0,1.0
2013-03-18 11:40:06,165.0,1.0
2013-03-18 11:40:12,165.0,1.0
2013-03-18 11:40:18,163.0,1.0
2013-03-18 11:40:24,165.0,1.0
2013-03-18 11:40:30,165.0,1.0
2013-03-18 11:40:36,161.0,1.0
2013-03-18 11:40:42,166.0,1.0
2013-03-18 11:40:48,165.0,1.0
2013-03-18 11:40:54,165.0,1.0
2013-03-18 11:41:00,165.0,1.0
2013-03-18 11:41:06,165.0,1.0
2013-03-18 11:41:12,165.0,0.0
2013-03-18 11:41:18,165.0,0.0
2013-03-18 11:41:24,161.0,0.0
2013-03-18 11:41:30,164.0,0.0
2013-03-18 11:41:36,164.0,0.0
2013-03-18 11:41:42,168.0,0.0
2013-03-18 11:41:48,165.0,1.0
2013-03-18 11:41:54,165.0,1.0
2013-03-18 11:42:00,162.0,1.0
2013-03-18 11:42:06,162.0,1.0
2013-03-18 11:42:12,164.0,1.0
2013-03-18 11:42:18,186.0,1.0
2013-03-18 11:42:24,182.0,1.0
2013-03-18 11:42:30,185.0,1.0
2013-03-18 11:42:36,163.0,1.0
2013-03-18 11:42:42,166.0,1.0
2013-03-18 11:42:48,164.0,1.0
2013-03-18 11:42:54,165.0,1.0
2013-03-18 11:43:00,165.0,1.0
2013-03-18 11:43:06,164.0,1.0
2013-03-18 11:43:12,162.0,1.0
2013-03-18 11:43:18,164.0,1.0
2013-03-18 11:43:24,165.0,1.0
2013-03-18 11:43:30,164.0,1.0
2013-03-18 11:43:36,164.0,1.0
2013-03-18 11:43:42,163.0,1.0
2013-03-18 11:43:48,165.0,1.0
2013-03-18 11:43:54,163.0,1.0
2013-03-18 11:44:00,162.0,1.0
2013-03-18 11:44:06,165.0,1.0
2013-03-18 11:44:12,164.0,1.0
2013-03-18 11:44:18,165.0,1.0
2013-03-18 11:44:24,163.0,1.0
2013-03-18 11:44:30,162.0,1.0
2013-03-18 11:44:36,166.0,0.0
2013-03-18 11:44:42,165.0,1.0
2013-03-18 11:44:48,165.0,1.0
2013-03-18 11:44:54,165.0,1.0
2013-03-18 11:45:00,162.0,1.0
2013-03-18 11:45:06,163.0,1.0
2013-03-18 11:45:12,165.0,1.0
2013-03-18 11:45:18,168.0,1.0
2013-03-18 11:45:24,164.0,1.0
2013-03-18 11:45:30,161.0,1.0
2013-03-18 11:45:36,165.0,1.0
2013-03-18 11:45:42,166.0,1.0
2013-03-18 11:45:48,164.0,1.0
2013-03-18 11:45:54,165.0,1.0
2013-03-18 11:46:00,163.0,1.0
2013-03-18 11:46:06,162.0,1.0
2013-03-18 11:46:12,163.0,1.0
2013-03-18 11:46:18,166.0,1.0
2013-03-18 11:46:24,164.0,1.0
2013-03-18 11:46:30,165.0,1.0
2013-03-18 11:46:36,163.0,1.0
2013-03-18 11:46:42,163.0,1.0
2013-03-18 11:46:48,164.0,1.0
2013-03-18 11:46:54,163.0,1.0
2013-03-18 11:47:00,165.0,1.0
2013-03-18 11:47:06,162.0,1.0
2013-03-18 11:47:12,162.0,1.0
2013-03-18 11:47:18,165.0,1.0
2013-03-18 11:47:24,165.0,1.0
2013-03-18 11:47:30,163.0,1.0
2013-03-18 11:47:36,165.0,1.0
2013-03-18 11:47:42,164.0,1.0
2013-03-18 11:47:48,165.0,0.0
2013-03-18 11:47:54,163.0,0.0
2013-03-18 11:48:00,166.0,1.0
2013-03-18 11:48:06,163.0,1.0
2013-03-18 11:48:12,165.0,1.0
2013-03-18 11:48:18,165.0,1.0
2013-03-18 11:48:24,167.0,1.0
2013-03-18 11:48:30,163.0,1.0
2013-03-18 11:48:36,165.0,1.0
2013-03-18 11:48:42,166.0,1.0
2013-03-18 11:48:48,165.0,1.0
2013-03-18 11:48:54,165.0,1.0
2013-03-18 11:49:00,167.0,1.0
2013-03-18 11:49:06,163.0,1.0
2013-03-18 11:49:12,161.0,1.0
2013-03-18 11:49:18,165.0,1.0
2013-03-18 11:49:24,164.0,1.0
2013-03-18 11:49:30,164.0,1.0
2013-03-18 11:49:36,165.0,1.0
2013-03-18 11:49:42,161.0,1.0
2013-03-18 11:49:48,165.0,1.0
2013-03-18 11:49:54,164.0,1.0
2013-03-18 11:50:00,166.0,1.0
2013-03-18 11:50:06,166.0,1.0
2013-03-18 11:50:12,163.0,1.0
2013-03-18 11:50:18,165.0,1.0
2013-03-18 11:50:24,165.0,1.0
2013-03-18 11:50:30,166.0,1.0
2013-03-18 11:50:36,164.0,1.0
2013-03-18 11:50:42,165.0,1.0
2013-03-18 11:50:48,165.0,1.0
2013-03-18 11:50:54,165.0,1.0
2013-03-18 11:51:00,166.0,1.0
2013-03-18 11:51:06,170.0,1.0
2013-03-18 11:51:12,168.0,1.0
2013-03-18 11:51:18,165.0,1.0
2013-03-18 11:51:24,166.0,1.0
2013-03-18 11:51:30,165.0,1.0
2013-03-18 11:51:36,165.0,1.0
2013-03-18 11:51:42,167.0,1.0
2013-03-18 11:51:48,160.0,1.0
2013-03-18 11:51:54,164.0,1.0
2013-03-18 11:52:00,165.0,1.0
2013-03-18 11:52:06,166.0,1.0
2013-03-18 11:52:12,165.0,0.0
2013-03-18 11:52:18,165.0,0.0
2013-03-18 11:52:24,165.0,0.0
2013-03-18 11:52:30,165.0,1.0
2013-03-18 11:52:36,164.0,1.0
2013-03-18 11:52:42,166.0,1.0
2013-03-18 11:52:48,164.0,1.0
2013-03-18 11:52:54,163.0,1.0
2013-03-18 11:53:00,165.0,1.0
2013-03-18 11:53:06,164.0,1.0
2013-03-18 11:53:12,165.0,1.0
2013-03-18 11:53:18,165.0,1.0
2013-03-18 11:53:24,166.0,1.0
2013-03-18 11:53:30,165.0,1.0
2013-03-18 11:53:36,162.0,1.0
2013-03-18 11:53:42,165.0,1.0
2013-03-18 11:53:48,165.0,1.0
2013-03-18 11:53:54,165.0,1.0
2013-03-18 11:54:00,165.0,1.0
2013-03-18 11:54:06,163.0,1.0
2013-03-18 11:54:12,165.0,1.0
2013-03-18 11:54:18,166.0,1.0
2013-03-18 11:54:24,170.0,1.0
2013-03-18 11:54:30,165.0,1.0
2013-03-18 11:54:36,167.0,1.0
2013-03-18 11:54:42,161.0,1.0
2013-03-18 11:54:48,161.0,1.0
2013-03-18 11:54:54,166.0,1.0
2013-03-18 11:55:00,165.0,1.0
2013-03-18 11:55:06,165.0,1.0
2013-03-18 11:55:12,165.0,1.0
2013-03-18 11:55:18,164.0,1.0
2013-03-18 11:55:24,165.0,1.0
2013-03-18 11:55:30,161.0,1.0
2013-03-18 11:55:36,167.0,1.0
2013-03-18 11:55:42,165.0,1.0
2013-03-18 11:55:48,165.0,1.0
2013-03-18 11:55:54,164.0,1.0
2013-03-18 11:56:00,166.0,1.0
2013-03-18 11:56:06,163.0,1.0
2013-03-18 11:56:12,163.0,1.0
2013-03-18 11:56:18,165.0,1.0
2013-03-18 11:56:24,165.0,1.0
2013-03-18 11:56:30,166.0,1.0
2013-03-18 11:56:36,164.0,1.0
2013-03-18 11:56:42,166.0,1.0
2013-03-18 11:56:48,163.0,1.0
2013-03-18 11:56:54,168.0,1.0
2013-03-18 11:57:00,166.0,1.0
2013-03-18 11:57:06,165.0,1.0
2013-03-18 11:57:12,165.0,1.0
2013-03-18 11:57:18,167.0,1.0
2013-03-18 11:57:24,165.0,1.0
2013-03-18 11:57:30,166.0,2.0
2013-03-18 11:57:36,165.0,2.0
2013-03-18 11:57:42,168.0,1.0
2013-03-18 11:57:48,164.0,1.0
2013-03-18 11:57:54,164.0,1.0
2013-03-18 11:58:00,166.0,1.0
2013-03-18 11:58:06,167.0,1.0
2013-03-18 11:58:12,164.0,1.0
2013-03-18 11:58:18,163.0,1.0
2013-03-18 11:58:24,164.0,1.0
2013-03-18 11:58:30,167.0,1.0
2013-03-18 11:58:36,163.0,1.0
2013-03-18 11:58:42,165.0,1.0
2013-03-18 11:58:48,166.0,1.0
2013-03-18 11:58:54,163.0,1.0
2013-03-18 11:59:00,162.0,1.0
2013-03-18 11:59:06,161.0,1.0
2013-03-18 11:59:12,164.0,1.0
2013-03-18 11:59:18,165.0,1.0
2013-03-18 11:59:24,162.0,1.0
2013-03-18 11:59:30,166.0,1.0
2013-03-18 11:59:36,164.0,1.0
2013-03-18 11:59:42,165.0,1.0
2013-03-18 11:59:48,162.0,1.0
2013-03-18 11:59:54,161.0,1.0
2013-03-18 12:00:00,165.0,1.0
2013-03-18 12:00:06,165.0,1.0
2013-03-18 12:00:12,165.0,1.0
2013-03-18 12:00:18,166.0,1.0
2013-03-18 12:00:24,162.0,1.0
2013-03-18 12:00:30,167.0,1.0
2013-03-18 12:00:36,166.0,1.0
2013-03-18 12:00:42,164.0,1.0
2013-03-18 12:00:48,165.0,1.0
2013-03-18 12:00:54,166.0,1.0
2013-03-18 12:01:00,166.0,1.0
2013-03-18 12:01:06,165.0,1.0
2013-03-18 12:01:12,165.0,1.0
2013-03-18 12:01:18,165.0,1.0
2013-03-18 12:01:24,159.0,1.0
2013-03-18 12:01:30,162.0,1.0
2013-03-18 12:01:36,163.0,1.0
2013-03-18 12:01:42,165.0,1.0
2013-03-18 12:01:48,165.0,1.0
2013-03-18 12:01:54,162.0,1.0
2013-03-18 12:02:00,165.0,1.0
2013-03-18 12:02:06,167.0,1.0
2013-03-18 12:02:12,165.0,1.0
2013-03-18 12:02:18,166.0,1.0
2013-03-18 12:02:24,167.0,1.0
2013-03-18 12:02:30,165.0,1.0
2013-03-18 12:02:36,161.0,1.0
2013-03-18 12:02:42,168.0,1.0
2013-03-18 12:02:48,164.0,1.0
2013-03-18 12:02:54,160.0,1.0
2013-03-18 12:03:00,165.0,1.0
2013-03-18 12:03:06,165.0,1.0
2013-03-18 12:03:12,162.0,1.0
2013-03-18 12:03:18,168.0,1.0
2013-03-18 12:03:24,165.0,1.0
2013-03-18 12:03:30,165.0,1.0
